season,soil_moisture,temperature,humidity,rain_probability,time_of_day,soil_ec,action_state
Monsoon,720,27.0,88,0.89,18,1.31,0
Monsoon,843,23.8,90,0.78,6,1.49,0
Pre-Monsoon,732,29.8,76,0.3,19,2.69,1
Monsoon,861,29.1,93,0.82,22,1.4,0
Monsoon,687,27.7,94,0.82,2,3.21,0
Pre-Monsoon,717,31.7,70,0.18,6,1.38,1
Winter,595,20.9,74,0.03,4,1.89,1
Winter,942,20.6,70,0.15,19,2.18,1
Post-Monsoon,280,22.3,73,0.18,1,2.12,0
Pre-Monsoon,904,26.4,81,0.17,21,1.8,1
Monsoon,489,22.5,93,0.95,15,1.57,0
Post-Monsoon,766,27.9,81,0.14,0,1.74,1
Post-Monsoon,854,22.0,72,0.34,18,2.07,1
Winter,871,12.9,77,0.06,6,2.9,2
Pre-Monsoon,707,25.9,79,0.44,3,2.17,0
Pre-Monsoon,690,26.2,82,0.46,12,1.71,0
Pre-Monsoon,322,31.3,70,0.5,17,2.1,0
Monsoon,322,27.1,85,0.98,7,1.15,0
Monsoon,354,27.1,85,0.79,1,1.54,0
Monsoon,373,24.1,85,0.67,0,1.16,0
Pre-Monsoon,282,33.0,84,0.51,13,1.11,0
Monsoon,362,24.1,98,0.85,22,2.88,0
Monsoon,323,23.8,86,0.55,8,1.31,0
Post-Monsoon,415,19.1,70,0.34,12,1.67,0
Post-Monsoon,698,27.8,72,0.39,3,2.88,0
Monsoon,927,24.9,87,0.87,10,2.76,0
Winter,495,17.7,77,0.03,19,2.71,0
Post-Monsoon,922,25.8,72,0.12,16,2.99,2
Winter,485,15.5,70,0.13,12,2.7,0
Monsoon,260,27.3,86,0.92,23,1.86,0
Monsoon,555,28.4,93,0.89,2,2.66,0
Post-Monsoon,935,24.5,73,0.13,3,1.56,1
Winter,338,20.0,73,0.13,2,1.43,0
Monsoon,882,22.7,98,0.98,6,1.88,0
Monsoon,774,28.3,92,0.63,23,1.18,0
Monsoon,301,24.7,89,0.53,9,2.03,0
Monsoon,803,29.8,97,0.96,3,1.39,0
Monsoon,930,26.0,91,0.64,16,2.02,0
Winter,289,19.5,79,0.14,3,1.7,0
Winter,436,19.2,74,0.02,20,1.39,0
Monsoon,412,27.9,96,0.92,21,1.42,0
Monsoon,936,28.6,95,0.81,23,1.45,0
Post-Monsoon,684,18.1,72,0.26,16,2.75,1
Winter,362,18.4,79,0.02,0,2.05,0
Winter,369,20.3,66,0.06,5,1.48,0
Monsoon,637,22.9,88,0.55,3,1.61,0
Winter,368,12.6,66,0.1,14,1.34,0
Monsoon,604,27.1,90,0.82,4,1.01,0
Post-Monsoon,711,26.7,84,0.19,19,2.35,1
Monsoon,279,27.1,93,0.65,14,2.42,0
Post-Monsoon,826,18.0,78,0.2,23,1.8,1
Monsoon,644,23.4,95,0.76,14,1.24,0
Post-Monsoon,367,26.6,83,0.33,3,1.36,0
Pre-Monsoon,646,30.8,72,0.33,1,2.53,1
Monsoon,316,25.8,86,0.67,7,1.69,0
Monsoon,510,28.4,89,0.99,0,1.5,0
Monsoon,314,26.9,94,0.84,7,2.03,0
Monsoon,452,24.2,94,0.65,10,0.96,0
Monsoon,285,29.5,89,0.85,17,1.69,0
Post-Monsoon,416,25.9,82,0.3,16,1.51,0
Post-Monsoon,753,18.4,82,0.19,3,1.71,1
Monsoon,945,25.2,87,0.69,4,2.26,0
Winter,384,16.9,77,0.02,15,3.18,0
Post-Monsoon,659,20.3,82,0.16,15,2.31,1
Monsoon,815,23.6,92,0.8,10,1.44,0
Pre-Monsoon,865,25.6,66,0.48,13,3.04,0
Pre-Monsoon,750,25.1,63,0.53,4,1.2,0
Monsoon,371,28.0,97,0.81,19,1.08,0
Pre-Monsoon,736,32.0,63,0.51,11,1.42,0
Winter,790,15.8,77,0.06,12,1.4,1
Pre-Monsoon,760,28.1,73,0.32,20,1.11,3
Winter,779,13.6,77,0.08,2,2.96,2
Post-Monsoon,459,27.6,78,0.28,9,1.99,0
Monsoon,659,24.7,87,0.7,14,1.2,0
Pre-Monsoon,354,29.5,65,0.29,7,2.67,0
Winter,307,17.8,80,0.01,0,2.45,0
Monsoon,298,28.2,89,0.91,19,1.51,0
Monsoon,936,29.0,92,0.84,17,2.3,0
Pre-Monsoon,910,32.3,74,0.47,8,2.91,0
Post-Monsoon,501,20.1,77,0.37,0,2.25,0
Winter,340,19.9,71,0.14,7,1.77,0
Pre-Monsoon,668,26.7,75,0.37,9,1.38,0
Monsoon,500,27.4,85,0.91,0,1.67,0
Winter,878,15.3,68,0.07,10,1.42,1
Pre-Monsoon,254,28.8,79,0.44,12,1.56,0
Monsoon,284,24.5,85,0.75,19,1.33,0
Pre-Monsoon,708,27.6,69,0.32,10,1.32,1
Monsoon,941,27.8,85,0.84,19,1.53,0
Post-Monsoon,629,22.5,70,0.32,14,2.38,1
Monsoon,600,29.2,90,0.8,10,2.63,0
Pre-Monsoon,353,32.9,75,0.47,14,1.92,0
Monsoon,614,22.7,91,0.74,10,1.8,0
Post-Monsoon,865,21.1,85,0.23,19,1.71,1
Winter,598,16.4,78,0.13,13,1.83,1
Monsoon,558,25.3,92,0.72,16,2.14,0
Monsoon,647,29.1,98,0.99,21,1.94,0
Monsoon,576,29.8,89,0.58,7,2.42,0
Pre-Monsoon,851,29.6,68,0.11,21,1.73,1
Post-Monsoon,392,24.4,80,0.12,4,2.27,0
Post-Monsoon,468,25.9,73,0.16,22,1.34,0
Pre-Monsoon,753,32.5,78,0.21,2,1.52,1
Post-Monsoon,842,23.8,82,0.1,10,2.2,1
Monsoon,905,29.9,98,0.92,15,2.5,0
Monsoon,651,22.8,96,0.74,2,2.37,0
Pre-Monsoon,457,27.5,65,0.19,10,2.84,0
Pre-Monsoon,619,29.3,85,0.29,9,1.09,3
Pre-Monsoon,566,28.5,65,0.52,0,1.78,0
Post-Monsoon,678,26.3,76,0.26,4,3.25,2
Winter,380,21.6,66,0.11,3,1.33,0
Monsoon,584,25.6,98,0.82,13,1.13,0
Monsoon,542,23.4,89,0.94,8,1.74,0
Monsoon,776,24.8,86,0.97,22,1.03,0
Monsoon,656,22.3,94,0.59,14,1.28,0
Post-Monsoon,518,24.7,84,0.15,22,2.35,0
Winter,634,13.1,72,0.06,10,1.09,3
Monsoon,828,29.0,85,0.55,6,2.11,0
Monsoon,469,24.7,91,0.53,6,1.06,0
Monsoon,315,25.9,88,0.69,22,1.5,0
Monsoon,444,29.9,91,0.61,19,1.48,0
Monsoon,265,23.5,85,0.96,9,2.0,0
Pre-Monsoon,368,27.9,62,0.39,14,2.02,0
Pre-Monsoon,747,31.8,69,0.44,10,2.43,0
Monsoon,587,25.0,92,0.83,1,2.15,0
Monsoon,735,24.1,95,0.87,18,1.9,0
Monsoon,327,22.8,87,0.56,20,2.27,0
Post-Monsoon,388,22.6,85,0.25,10,1.23,0
Monsoon,745,29.2,96,0.82,2,2.74,0
Monsoon,934,24.1,95,0.57,0,2.03,0
Pre-Monsoon,549,29.4,73,0.26,13,1.11,0
Post-Monsoon,666,18.8,84,0.22,20,2.94,2
Monsoon,758,26.0,95,0.75,7,1.61,0
Post-Monsoon,772,25.7,79,0.11,1,2.16,1
Monsoon,466,27.2,89,0.85,22,1.86,0
Monsoon,946,22.0,92,0.81,0,1.59,0
Monsoon,751,22.2,95,0.57,21,1.54,0
Pre-Monsoon,602,28.0,71,0.17,3,2.31,1
Post-Monsoon,616,25.4,74,0.22,22,1.33,1
Monsoon,831,22.2,88,0.89,18,1.99,0
Monsoon,327,22.7,90,0.69,0,1.09,0
Monsoon,918,26.3,86,0.73,0,3.05,0
Monsoon,777,28.0,88,0.67,23,1.68,0
Monsoon,677,24.0,86,0.68,11,2.07,0
Post-Monsoon,420,25.3,84,0.19,8,1.06,4
Pre-Monsoon,498,31.9,67,0.24,21,1.87,0
Monsoon,566,23.3,98,0.74,4,2.63,0
Monsoon,753,28.6,90,0.68,8,2.95,0
Post-Monsoon,388,22.1,84,0.37,9,1.64,0
Pre-Monsoon,433,27.2,70,0.54,14,1.37,0
Monsoon,947,27.2,94,0.69,5,1.82,0
Pre-Monsoon,573,28.8,80,0.52,9,2.12,0
Monsoon,505,23.0,93,0.79,0,1.83,0
Monsoon,586,23.1,94,0.51,2,1.19,0
Monsoon,759,28.4,89,0.7,16,2.18,0
Monsoon,479,29.2,87,0.57,9,1.83,0
Monsoon,928,25.4,92,0.92,4,2.69,0
Pre-Monsoon,832,27.3,85,0.52,6,1.64,0
Monsoon,381,25.4,87,0.57,21,1.45,0
Monsoon,465,28.9,86,0.72,21,2.91,0
Winter,610,20.8,68,0.1,23,0.95,3
Monsoon,943,29.6,88,0.6,12,1.81,0
Pre-Monsoon,678,26.3,60,0.54,15,1.33,0
Post-Monsoon,744,23.6,83,0.2,8,1.55,1
Winter,551,14.6,78,0.02,0,1.34,1
Post-Monsoon,841,21.9,80,0.32,16,1.65,1
Pre-Monsoon,369,32.6,83,0.56,1,2.76,0
Post-Monsoon,389,22.6,85,0.17,13,2.43,0
Monsoon,345,29.6,88,0.79,19,1.81,0
Post-Monsoon,882,19.5,71,0.33,14,3.1,2
Monsoon,708,22.5,88,0.53,21,2.9,0
Monsoon,895,24.3,94,0.51,4,2.45,0
Monsoon,325,29.9,96,0.72,15,2.9,0
Pre-Monsoon,572,26.0,82,0.37,12,2.13,0
Pre-Monsoon,637,33.0,73,0.11,8,1.6,1
Post-Monsoon,305,24.8,83,0.15,21,2.24,0
Post-Monsoon,910,18.6,76,0.19,5,2.32,1
Monsoon,774,26.3,95,0.76,7,2.82,0
Pre-Monsoon,862,31.1,66,0.22,8,1.4,1
Monsoon,932,22.6,86,0.52,14,3.23,0
Winter,317,20.3,65,0.09,18,1.39,0
Monsoon,598,27.8,93,0.7,15,1.16,0
Monsoon,626,24.7,87,0.97,14,1.62,0
Post-Monsoon,377,21.5,85,0.12,10,2.26,0
Post-Monsoon,436,18.3,74,0.4,2,1.18,0
Post-Monsoon,676,24.5,76,0.2,11,2.09,1
Monsoon,629,28.1,87,0.51,11,1.65,0
Monsoon,633,25.1,85,0.68,22,2.51,0
Monsoon,375,29.0,88,0.63,6,1.45,0
Monsoon,356,27.3,94,0.75,7,2.17,0
Monsoon,873,22.2,96,0.61,4,0.92,0
Monsoon,699,22.3,89,0.71,14,1.93,0
Monsoon,745,27.4,94,0.54,7,2.79,0
Post-Monsoon,461,20.6,70,0.13,10,2.64,0
Post-Monsoon,367,20.0,70,0.15,5,2.88,0
Winter,379,19.2,65,0.09,20,2.31,0
Post-Monsoon,274,19.4,78,0.36,12,2.11,0
Pre-Monsoon,873,32.9,73,0.58,3,1.05,0
Winter,839,18.3,73,0.03,3,1.59,1
Monsoon,625,27.3,95,0.62,8,2.15,0
Pre-Monsoon,487,30.1,70,0.54,11,1.24,0
Monsoon,489,29.7,98,0.95,16,1.79,0
Monsoon,725,24.7,87,0.78,21,1.95,0
Winter,415,20.0,78,0.09,21,2.28,0
Monsoon,347,23.1,89,0.84,2,1.14,0
Pre-Monsoon,430,30.2,67,0.41,18,1.38,0
Pre-Monsoon,797,32.8,67,0.55,20,1.86,0
Post-Monsoon,657,25.9,70,0.22,2,3.07,2
Pre-Monsoon,623,27.3,69,0.21,18,1.44,1
Monsoon,549,24.3,89,0.5,12,2.85,0
Pre-Monsoon,681,29.9,84,0.37,7,1.01,0
Monsoon,403,24.0,95,0.78,11,0.96,0
Pre-Monsoon,664,31.6,74,0.3,17,1.8,1
Monsoon,542,28.6,96,0.9,22,1.5,0
Monsoon,714,26.3,91,0.64,7,1.29,0
Monsoon,801,24.0,86,0.54,11,1.76,0
Monsoon,864,26.4,97,0.97,20,2.63,0
Winter,597,14.3,72,0.04,9,2.33,1
Monsoon,382,29.8,87,0.82,10,1.48,0
Monsoon,555,25.8,93,0.88,19,1.78,0
Monsoon,931,22.5,91,0.63,22,1.51,0
Monsoon,556,27.7,91,0.97,20,1.87,0
Pre-Monsoon,435,29.7,68,0.41,15,1.49,0
Winter,853,14.8,73,0.04,21,1.97,1
Post-Monsoon,299,20.0,84,0.15,16,2.63,0
Monsoon,478,28.9,92,0.68,14,2.33,0
Pre-Monsoon,803,30.7,85,0.38,6,1.38,0
Monsoon,873,24.3,92,0.91,10,1.06,0
Pre-Monsoon,874,27.7,70,0.36,13,1.62,0
Post-Monsoon,444,20.8,70,0.28,13,1.28,0
Monsoon,579,26.4,98,0.87,4,2.76,0
Monsoon,872,28.2,86,0.57,12,1.47,0
Monsoon,402,27.9,93,0.74,16,2.22,0
Monsoon,299,24.7,97,0.65,8,1.22,0
Monsoon,648,23.7,88,0.69,8,2.19,0
Monsoon,578,25.3,98,0.73,7,2.13,0
Winter,454,20.2,73,0.09,16,2.62,0
Post-Monsoon,598,22.1,72,0.32,23,0.8,3
Post-Monsoon,353,18.7,77,0.16,17,2.05,0
Winter,523,13.0,72,0.11,11,1.21,0
Monsoon,296,28.6,95,0.8,1,1.75,0
Monsoon,762,29.4,96,0.69,11,1.65,0
Post-Monsoon,883,23.8,76,0.2,10,2.01,1
Monsoon,763,26.1,90,0.84,18,2.13,0
Post-Monsoon,341,27.6,70,0.12,13,1.97,0
Monsoon,816,22.8,86,0.59,18,1.45,0
Pre-Monsoon,417,29.4,80,0.25,23,1.52,0
Post-Monsoon,852,18.9,82,0.4,10,1.21,0
Monsoon,760,28.2,98,0.95,7,2.71,0
Post-Monsoon,399,23.9,81,0.32,4,1.47,0
Monsoon,434,25.8,93,0.64,5,1.68,0
Pre-Monsoon,488,31.9,74,0.42,8,1.62,0
Monsoon,398,29.4,85,0.62,12,1.67,0
Pre-Monsoon,384,31.9,67,0.58,18,1.95,0
Monsoon,522,27.8,97,1.0,2,2.38,0
Monsoon,919,28.3,94,0.7,2,1.55,0
Monsoon,495,27.5,94,0.76,3,1.4,0
Winter,733,13.1,67,0.05,1,2.07,1
Post-Monsoon,400,24.0,77,0.17,3,0.83,4
Monsoon,643,27.8,91,0.61,11,2.21,0
Monsoon,565,28.1,87,0.63,1,1.97,0
Monsoon,879,23.3,94,0.96,23,1.5,0
Winter,467,12.4,65,0.1,18,1.56,0
Post-Monsoon,476,18.2,77,0.28,11,1.51,0
Pre-Monsoon,672,32.4,61,0.54,9,1.68,0
Monsoon,735,24.7,92,0.54,18,1.12,0
Post-Monsoon,660,25.9,73,0.2,18,2.52,1
Winter,529,18.0,75,0.14,8,1.65,0
Monsoon,550,23.4,89,0.56,15,1.18,0
Monsoon,916,29.4,86,0.95,4,2.06,0
Pre-Monsoon,558,32.2,61,0.34,13,1.27,1
Winter,262,12.4,70,0.01,13,1.89,0
Post-Monsoon,465,22.3,73,0.15,11,1.56,0
Winter,930,19.1,79,0.11,2,0.92,3
Pre-Monsoon,636,26.7,60,0.56,21,1.23,0
Pre-Monsoon,798,29.4,65,0.23,5,1.83,1
Monsoon,251,28.9,94,0.91,21,1.53,0
Monsoon,909,26.3,92,0.69,15,3.04,0
Monsoon,658,27.3,93,0.73,21,1.03,0
Winter,620,16.0,76,0.1,17,2.21,1
Post-Monsoon,796,19.3,81,0.18,6,1.44,1
Winter,510,15.7,74,0.12,20,2.33,0
Monsoon,889,26.0,94,0.52,14,1.87,0
Post-Monsoon,843,25.3,85,0.16,23,2.33,1
Pre-Monsoon,749,30.6,80,0.28,6,2.74,1
Monsoon,322,22.7,94,0.6,4,2.54,0
Monsoon,379,27.9,94,0.81,0,3.0,0
Monsoon,802,29.4,90,0.61,23,1.98,0
Post-Monsoon,250,20.0,79,0.23,12,3.04,0
Winter,620,14.2,70,0.01,11,2.39,1
Post-Monsoon,679,28.0,80,0.29,13,2.96,2
Pre-Monsoon,393,26.7,71,0.46,13,1.59,0
Monsoon,929,25.1,89,0.55,13,2.67,0
Post-Monsoon,404,21.4,78,0.12,19,1.89,0
Monsoon,873,26.4,95,0.8,10,2.02,0
Post-Monsoon,776,23.8,81,0.18,19,2.01,1
Monsoon,547,23.8,89,0.57,12,1.66,0
Post-Monsoon,534,21.9,74,0.18,2,1.87,0
Winter,827,20.3,66,0.13,3,1.06,3
Winter,898,20.9,77,0.02,0,2.04,1
Pre-Monsoon,274,32.4,81,0.29,17,2.48,0
Monsoon,795,24.6,90,0.98,20,1.86,0
Winter,681,21.6,77,0.09,12,1.49,1
Monsoon,592,22.7,92,0.54,20,3.21,0
Monsoon,654,24.5,90,0.81,12,1.41,0
Monsoon,896,24.0,95,0.68,16,2.28,0
Monsoon,639,27.0,89,0.67,4,2.3,0
Monsoon,259,25.5,98,0.94,3,1.79,0
Pre-Monsoon,941,28.8,64,0.28,5,2.79,1
Monsoon,678,22.1,90,0.94,14,1.92,0
Pre-Monsoon,865,28.8,63,0.58,19,1.66,0
Post-Monsoon,451,24.1,71,0.35,9,1.69,0
Post-Monsoon,434,20.5,79,0.3,15,1.13,4
Monsoon,804,27.8,91,0.82,8,2.37,0
Monsoon,807,23.4,98,0.71,10,1.26,0
Pre-Monsoon,722,29.4,83,0.13,10,2.27,1
Monsoon,760,28.1,90,0.74,16,2.63,0
Post-Monsoon,476,22.5,73,0.26,0,1.71,0
Winter,568,15.6,70,0.01,4,1.32,1
Post-Monsoon,828,27.7,79,0.22,23,2.08,1
Pre-Monsoon,913,25.7,80,0.36,4,1.06,0
Post-Monsoon,292,22.0,70,0.36,4,1.02,0
Monsoon,389,24.4,91,0.91,15,1.62,0
Pre-Monsoon,685,30.7,62,0.32,2,1.4,1
Pre-Monsoon,865,27.1,78,0.12,8,1.06,3
Pre-Monsoon,273,27.4,76,0.49,15,1.52,0
Post-Monsoon,614,22.0,77,0.35,14,2.24,1
Monsoon,874,25.5,89,0.51,17,1.59,0
Monsoon,758,27.8,88,0.81,10,1.76,0
Pre-Monsoon,276,27.1,67,0.39,15,1.9,0
Post-Monsoon,872,22.2,70,0.28,3,1.69,1
Winter,854,13.3,78,0.08,14,2.62,1
Post-Monsoon,421,24.4,75,0.4,19,1.6,0
Post-Monsoon,466,19.7,81,0.2,10,1.31,0
Monsoon,652,28.1,88,0.89,17,1.48,0
Pre-Monsoon,733,27.5,77,0.11,23,2.38,1
Winter,712,20.0,78,0.06,16,2.3,1
Pre-Monsoon,918,32.3,83,0.11,5,2.39,1
Monsoon,360,28.3,91,0.52,13,1.48,0
Monsoon,559,28.2,90,1.0,13,1.99,0
Monsoon,686,26.8,98,0.86,8,1.91,0
Winter,640,15.4,78,0.15,20,1.34,1
Monsoon,531,25.7,89,0.94,15,2.91,0
Monsoon,335,24.6,96,0.82,17,1.34,0
Pre-Monsoon,520,30.5,66,0.57,2,3.16,0
Monsoon,542,26.7,93,0.66,6,2.09,0
Winter,593,14.9,71,0.08,19,1.13,3
Monsoon,521,27.2,95,0.96,9,3.31,0
Post-Monsoon,787,27.5,85,0.13,12,2.8,1
Monsoon,721,29.6,93,0.95,6,2.13,0
Monsoon,727,24.0,91,0.79,8,0.97,0
Pre-Monsoon,431,25.8,81,0.6,4,2.62,0
Monsoon,565,25.7,96,0.61,7,2.93,0
Monsoon,830,23.1,88,0.64,4,1.33,0
Post-Monsoon,755,18.3,76,0.22,12,1.3,1
Pre-Monsoon,862,27.2,71,0.14,3,2.13,1
Monsoon,888,26.6,85,0.67,4,1.86,0
Winter,699,20.1,70,0.07,6,0.79,3
Winter,579,18.4,72,0.06,12,1.89,1
Pre-Monsoon,676,32.4,65,0.45,6,1.37,0
Pre-Monsoon,736,31.2,78,0.27,5,1.57,1
Monsoon,271,24.9,86,0.62,18,1.38,0
Winter,258,21.8,71,0.05,16,1.48,0
Pre-Monsoon,530,26.2,78,0.33,14,1.95,0
Pre-Monsoon,658,26.1,64,0.15,16,1.92,1
Monsoon,484,27.1,87,0.58,21,1.08,0
Pre-Monsoon,748,32.5,65,0.44,8,2.79,0
Monsoon,620,23.0,91,0.98,2,1.56,0
Monsoon,697,26.0,85,0.88,3,2.01,0
Monsoon,703,26.7,88,0.73,6,2.12,0
Monsoon,792,27.4,85,0.91,11,1.38,0
Post-Monsoon,518,20.9,82,0.32,12,2.02,0
Monsoon,719,22.2,85,0.91,5,1.61,0
Winter,819,18.3,71,0.11,20,2.53,1
Post-Monsoon,279,27.1,83,0.36,17,2.82,0
Pre-Monsoon,678,27.2,67,0.32,21,2.43,1
Post-Monsoon,569,18.5,84,0.18,4,1.8,1
Monsoon,397,27.7,91,0.81,0,2.29,0
Post-Monsoon,454,19.2,79,0.34,8,0.94,0
Monsoon,477,22.5,97,0.53,5,2.45,0
Post-Monsoon,296,18.8,76,0.25,2,0.97,4
Monsoon,878,29.3,85,0.5,13,3.13,0
Pre-Monsoon,725,28.8,83,0.46,7,3.25,0
Post-Monsoon,937,27.6,84,0.23,14,1.42,1
Post-Monsoon,873,27.3,80,0.39,17,2.22,0
Pre-Monsoon,876,31.5,60,0.38,4,1.49,0
Monsoon,391,22.9,86,0.89,20,1.67,0
Monsoon,582,22.8,98,0.91,2,1.45,0
Post-Monsoon,761,22.1,75,0.27,12,1.72,1
Pre-Monsoon,459,32.4,75,0.35,3,1.96,0
Monsoon,484,26.3,89,0.52,22,1.49,0
Winter,939,16.1,80,0.1,23,1.04,3
Monsoon,742,25.2,89,0.87,20,1.68,0
Monsoon,407,27.6,98,0.55,14,1.32,0
Post-Monsoon,749,19.0,84,0.3,8,1.54,1
Post-Monsoon,864,25.7,70,0.18,17,2.98,2
Post-Monsoon,784,26.8,83,0.28,9,2.8,1
Pre-Monsoon,790,26.7,67,0.44,22,2.84,0
Monsoon,820,23.6,98,0.81,6,1.47,0
Pre-Monsoon,560,27.4,66,0.38,3,2.39,0
Monsoon,613,26.9,97,0.97,19,1.7,0
Monsoon,794,28.4,86,0.74,12,2.42,0
Post-Monsoon,379,21.1,82,0.11,23,1.33,0
Post-Monsoon,950,19.3,82,0.3,9,2.03,1
Post-Monsoon,523,18.4,79,0.37,4,2.33,0
Post-Monsoon,635,26.4,75,0.34,13,3.06,2
Monsoon,348,26.8,95,0.98,17,1.71,0
Monsoon,901,25.0,97,0.62,10,2.99,0
Monsoon,931,24.4,94,0.83,7,2.07,0
Post-Monsoon,279,24.6,79,0.14,6,1.62,0
Post-Monsoon,388,21.6,81,0.2,19,1.31,0
Winter,839,19.3,72,0.11,19,1.09,3
Winter,302,21.8,74,0.15,23,2.39,0
Post-Monsoon,556,26.8,72,0.28,19,1.67,1
Pre-Monsoon,657,32.1,83,0.14,3,1.67,1
Monsoon,857,29.1,91,0.96,17,1.97,0
Monsoon,418,26.1,98,0.61,6,1.27,0
Post-Monsoon,727,20.1,75,0.39,0,1.14,0
Monsoon,504,22.3,88,0.97,11,1.18,0
Monsoon,645,26.8,86,0.65,22,1.71,0
Post-Monsoon,477,26.4,72,0.26,19,3.46,0
Monsoon,464,28.9,95,0.78,3,2.28,0
Monsoon,394,26.8,85,0.76,23,2.62,0
Pre-Monsoon,836,26.0,70,0.22,11,1.13,3
Post-Monsoon,416,24.7,73,0.25,5,1.13,4
Monsoon,380,25.7,96,0.71,11,2.91,0
Monsoon,338,29.3,98,0.84,1,1.66,0
Winter,443,21.9,77,0.15,5,2.13,0
Monsoon,309,25.8,98,0.64,13,2.35,0
Monsoon,904,25.4,92,0.94,15,1.72,0
Monsoon,393,22.2,89,0.97,17,2.38,0
Monsoon,566,27.1,92,0.86,3,1.37,0
Monsoon,342,26.7,85,0.67,21,1.34,0
Winter,406,20.3,73,0.01,16,1.67,0
Pre-Monsoon,723,27.2,80,0.41,12,0.93,0
Pre-Monsoon,776,32.5,64,0.11,14,1.61,1
Post-Monsoon,565,28.0,81,0.37,4,1.09,0
Monsoon,831,24.9,89,0.62,3,2.59,0
Monsoon,426,24.3,96,0.8,14,1.7,0
Pre-Monsoon,604,31.0,74,0.43,19,1.85,0
Monsoon,401,26.1,93,0.75,9,2.42,0
Winter,520,14.8,76,0.02,1,2.29,0
Winter,724,15.8,79,0.0,19,1.21,1
Monsoon,314,25.4,89,0.52,20,1.35,0
Post-Monsoon,740,24.1,78,0.22,17,1.62,1
Post-Monsoon,653,28.0,85,0.28,6,1.18,3
Monsoon,733,27.6,93,0.82,3,2.05,0
Monsoon,636,24.0,90,0.9,20,1.31,0
Post-Monsoon,903,18.6,70,0.15,1,2.24,1
Monsoon,391,26.5,87,0.64,7,2.2,0
Post-Monsoon,549,19.0,84,0.17,7,2.55,0
Monsoon,339,28.0,87,0.87,7,1.2,0
Pre-Monsoon,377,27.8,64,0.24,12,2.19,0
Monsoon,288,29.7,96,0.64,19,3.15,0
Post-Monsoon,490,27.3,76,0.26,13,1.43,0
Monsoon,463,28.4,95,0.76,4,1.45,0
Pre-Monsoon,581,28.1,71,0.17,17,1.99,1
Post-Monsoon,865,23.9,80,0.31,9,1.34,1
Post-Monsoon,497,24.5,79,0.15,7,2.59,0
Pre-Monsoon,339,28.6,78,0.55,9,2.37,0
Pre-Monsoon,383,27.9,71,0.43,6,1.11,0
Pre-Monsoon,442,30.6,80,0.25,4,1.81,0
Pre-Monsoon,540,25.5,73,0.35,22,1.36,0
Monsoon,850,27.3,97,0.93,22,2.58,0
Monsoon,356,28.4,96,0.62,8,2.02,0
Post-Monsoon,322,25.7,84,0.29,13,1.19,4
Monsoon,269,27.0,86,0.7,23,1.85,0
Post-Monsoon,492,24.4,72,0.12,7,1.9,0
Monsoon,593,24.6,95,0.58,8,1.09,0
Pre-Monsoon,355,30.4,75,0.31,13,1.72,0
Post-Monsoon,929,21.4,81,0.19,21,1.45,1
Post-Monsoon,940,25.9,81,0.2,20,2.39,1
Pre-Monsoon,646,31.0,82,0.22,10,1.3,1
Post-Monsoon,563,21.4,78,0.25,10,2.46,1
Pre-Monsoon,285,27.6,65,0.13,14,1.5,0
Monsoon,510,25.5,94,0.62,7,2.48,0
Post-Monsoon,367,23.5,83,0.12,11,2.84,0
Winter,332,17.1,75,0.1,12,2.82,0
Pre-Monsoon,782,26.9,74,0.26,10,2.53,1
Post-Monsoon,278,27.2,80,0.29,16,1.31,0
Winter,730,15.4,69,0.1,4,1.69,1
Monsoon,378,23.8,88,0.57,0,1.83,0
Monsoon,692,24.8,96,0.86,6,2.16,0
Monsoon,853,27.1,97,0.62,12,1.43,0
Winter,531,20.5,66,0.01,20,1.79,0
Monsoon,926,27.1,97,0.64,11,1.65,0
Monsoon,525,26.7,97,0.89,9,2.79,0
Monsoon,438,26.5,93,0.63,11,3.08,0
Monsoon,718,26.8,88,0.75,19,1.9,0
Post-Monsoon,298,27.2,83,0.18,7,1.18,4
Winter,744,17.6,79,0.08,9,2.67,1
Monsoon,698,28.5,89,0.6,14,1.63,0
Winter,699,16.2,67,0.0,7,1.67,1
Monsoon,863,26.2,91,0.81,9,1.98,0
Monsoon,702,28.4,97,0.7,11,1.44,0
Monsoon,759,25.7,91,0.52,3,1.63,0
Winter,865,14.4,69,0.09,14,2.28,1
Monsoon,809,22.8,92,0.84,10,2.62,0
Post-Monsoon,542,23.9,74,0.14,9,3.04,0
Pre-Monsoon,830,25.0,69,0.52,14,2.15,0
Pre-Monsoon,577,26.3,67,0.44,18,1.6,0
Winter,936,19.9,80,0.02,6,1.09,3
Monsoon,330,26.3,88,0.64,10,1.09,0
Post-Monsoon,329,18.5,72,0.35,14,1.93,0
Monsoon,565,29.9,97,0.77,12,1.35,0
Monsoon,255,27.1,85,0.66,20,2.33,0
Monsoon,337,25.2,95,0.89,15,1.96,0
Monsoon,579,24.0,88,0.92,13,1.26,0
Monsoon,650,28.4,98,0.88,12,1.7,0
Pre-Monsoon,438,28.8,77,0.24,16,3.21,0
Pre-Monsoon,865,27.4,70,0.44,22,1.62,0
Monsoon,586,25.8,98,0.82,11,1.72,0
Monsoon,388,28.5,92,0.84,10,2.42,0
Winter,521,17.7,78,0.15,16,1.33,0
Post-Monsoon,697,24.6,82,0.34,16,2.21,1
